,calm_id,street,intersecti,intersec_1,spd_hump,traf_islan,spd_cush,Installed,geometry,NeighbourhoodPortion,Neighbourhood
355,951.0,Broadway Avenue,Mount Pleasant Road,Bayview Avenue,11.0,0.0,0.0,2005,"LINESTRING (-79.39120713937105 43.71114549123465, -79.38864031895379 43.711651736440864, -79.38746653064197 43.71189008657567, -79.38615997811735 43.71215539003059, -79.3860033588722 43.712186781564924, -79.38426502553142 43.71253514129894, -79.38325822602329 43.712744897657494, -79.38229156369248 43.712932433250344, -79.38132549944245 43.713133042752254, -79.38034003026259 43.71333078504424, -79.37937823971167 43.71352202053189, -79.37843189982966 43.71373019626613, -79.3776031802212 43.713867390057054)",0.3692220708647388,99
371,977.0,Belsize Drive,Harwood Road,Cleveland Street,9.0,0.0,0.0,2005,"LINESTRING (-79.3855057872337 43.70296503907975, -79.3855717387546 43.7031496319087)",1.0,99
372,978.0,Hillsdale Avenue East,Forman Avenue,Cleveland Street,6.0,0.0,0.0,2005,"LINESTRING (-79.38499953849899 43.70597999234424, -79.37946770344043 43.70710850640665)",1.0,99
394,1026.0,Belsize Drive,Mount Pleasant Road,Acacia Road,3.0,0.0,0.0,2009,"LINESTRING (-79.39021758606924 43.70200198347773, -79.38929681555693 43.7021811311682, -79.3878116871236 43.70248574332558)",0.01015628706966308,99
451,1191.0,Whitewood Road,Davisville Avenue,Millwood Road,2.0,0.0,0.0,2008,"LINESTRING (-79.37527494514806 43.70276537872449, -79.37576086926217 43.70404409247094)",1.0,99
465,1243.0,Taunton Road,Soudan Avenue,Eglinton Avenue East,3.0,0.0,0.0,2008,"LINESTRING (-79.38794023183948 43.70636995483873, -79.38885926761343 43.70867069071714)",1.0,99
481,1274.0,Fairfield Road,Rawlinson Avenue,Cardiff Road,5.0,0.0,0.0,2009,"LINESTRING (-79.38832716487065 43.710823970956156, -79.38568939194184 43.7113711437292, -79.38460133876369 43.711601310946925, -79.38445964507399 43.711622799898876, -79.38394653829424 43.71171855248178)",0.5972287867119079,99
482,1275.0,Rawlinson Avenue,Roehampton Avenue,Broadway Avenue,2.0,0.0,0.0,2008,"LINESTRING (-79.38806898982429 43.71014134802589, -79.38832716487065 43.710823970956156, -79.38864031895379 43.711651736440864)",1.0,99
498,1302.0,Millwood Road,Harwood Road,Forman Avenue,3.0,0.0,0.0,2009,"LINESTRING (-79.38518360214202 43.70213659612926, -79.3837814543696 43.70242323061771, -79.38186456712305 43.70281733631744)",1.0,99
556,1480.0,Belle Ayre Boulevard,Davisville Avenue,Millwood Road,2.0,0.0,0.0,2013,"LINESTRING (-79.3832531700638 43.701117497970905, -79.3837814543696 43.70242323061771)",1.0,99
565,1534.0,Le May Road,Davisville Avenue,Millwood Road,2.0,0.0,0.0,2013,"LINESTRING (-79.37641922028351 43.702523573875304, -79.37689234276243 43.703815778004056)",1.0,99
569,1542.0,Millwood Road,Forman Avenue,Cleveland Street,5.0,0.0,0.0,1998,"LINESTRING (-79.38186456712305 43.70281733631744, -79.38017577752937 43.70314864321761, -79.37800634944104 43.703591931547)",1.0,99
620,1633.0,Cleveland Street,Belsize Drive,Manor Road East,3.0,0.0,0.0,2016,"LINESTRING (-79.37835054541857 43.70442041851579, -79.37904480560945 43.70626192596403)",1.0,99
621,1634.0,Millwood Road,Mount Pleasant Road,Harwood Road,2.0,0.0,0.0,2016,"LINESTRING (-79.38747510535248 43.70166178574943, -79.38518360214202 43.70213659612926)",1.0,99
694,1750.0,Mount Pleasant Rd,Balliol St,Davisville Ave,2.0,0.0,0.0,1998,"LINESTRING (-79.38695338786927 43.70032907038331, -79.38681431568854 43.699851861080944, -79.3867242003725 43.6993161923995)",1.0,99
704,1764.0,Belsize Dr,Harwood Rd,Hadley Rd,2.0,0.0,0.0,1998,"LINESTRING (-79.38665854422895 43.70272314419641, -79.38550579284568 43.70296503996833)",1.0,99
718,1789.0,Hillsdale Ave E,Cleveland St,Bayview Ave,3.0,0.0,0.0,1998,"LINESTRING (-79.37946770150108 43.70710850089431, -79.37598578769769 43.70782940899467)",0.993190351934656,99
3,5.0,Balmoral Avenue,Avenue Road,Yonge Street,6.0,0.0,0.0,1998,"LINESTRING (-79.39316569847018 43.68589679356808, -79.39378208629203 43.68576828899724, -79.39681121133619 43.68513677973747, -79.40029364572337 43.68441267039665, -79.40051014536036 43.68432526396379)",0.0032991187429928424,98
20,22.0,Farnham Avenue,Avenue Road,Yonge Street,6.0,0.0,0.0,1998,"LINESTRING (-79.39283423759919 43.685041344746715, -79.3934413506025 43.68491697946914, -79.39346537755318 43.68491205879669, -79.39366595149802 43.684870973867476, -79.39747674561919 43.684090237592535, -79.39751944660692 43.68408149002535, -79.40018912443938 43.683542103670426)",0.0032723733148389902,98
47,49.0,Roxborough Drive,Highland Avenue,Mt. Pleasant Road,4.0,0.0,0.0,1999,"LINESTRING (-79.38239688672388 43.68075099128885, -79.38226616898135 43.68080486708353, -79.38223319169585 43.680818338547084, -79.38211569471177 43.68084972034042, -79.3821141723194 43.680850049950394, -79.38199123463309 43.68087660054917, -79.3818585963062 43.68091696981226, -79.38171668433061 43.68094832978329, -79.38158680894604 43.68096619199754, -79.38141742389767 43.68097052006829, -79.38131082756273 43.680979410469135, -79.38116160172667 43.680983762458176, -79.38102982474936 43.6809791233051, -79.38091897948894 43.68097900326739, -79.38081746618471 43.68096540134276, -79.38069887654197 43.680960777495365, -79.3805779453807 43.68096064933528, -79.38043883970397 43.680942507846524, -79.3802733659085 43.68093332970788, -79.3801571149446 43.680919707488904, -79.37965295596737 43.68087867262594, -79.37956228580153 43.680865079196884, -79.37936811791367 43.680855871219165, -79.37920069031077 43.68085569477294, -79.37901852459503 43.6808555072111, -79.37883674648732 43.68085981781567, -79.37867124183242 43.68085964084819, -79.37849913375956 43.68087295691682, -79.37839832397448 43.68089085856515, -79.37828780647375 43.68091774340664, -79.37820739115212 43.680948125488314, -79.37812951191816 43.680998586235766, -79.37751456857575 43.68158260772375, -79.37708643499815 43.682005640368814)",1.0,98
113,141.0,Roxborough Street West,Avenue Road,Yonge Street,10.0,0.0,0.0,2002,"MULTILINESTRING ((-79.3941206620733 43.6774009917284, -79.39569174158252 43.677047745770224, -79.39740369826654 43.676706267212595), (-79.39002165608142 43.67822464082698, -79.39052749697709 43.67812412973657))",0.006499237396962985,98
151,186.0,Balmoral Avenue,Avenue Road,Yonge Street,8.0,0.0,0.0,2000,"LINESTRING (-79.39316569847018 43.68589679356808, -79.39378208629203 43.68576828899724, -79.39681121133619 43.68513677973747, -79.40029364572337 43.68441267039665, -79.40051014536036 43.68432526396379)",0.0032991187429928424,98
164,201.0,Farnham Avenue,Avenue Road,Yonge Street,9.0,0.0,0.0,2000,"LINESTRING (-79.39283423759919 43.685041344746715, -79.3934413506025 43.68491697946914, -79.39346537755318 43.68491205879669, -79.39366595149802 43.684870973867476, -79.39747674561919 43.684090237592535, -79.39751944660692 43.68408149002535, -79.40018912443938 43.683542103670426)",0.0032723733148389902,98
181,221.0,Park Road,Rosedale Valley Road,Avondale Road,3.0,0.0,0.0,2003,"LINESTRING (-79.38404972538473 43.673515535352166, -79.38337456772352 43.67436548894308, -79.3826733547003 43.67525141872404)",1.0,98
249,532.0,Macpherson Avenue,Avenue Road,Yonge Street,10.0,0.0,0.0,2002,"LINESTRING (-79.39041218554905 43.67916115532918, -79.39091373776125 43.67905148820211, -79.39252144346139 43.67869992698617, -79.39447647655119 43.67829378603947, -79.39688756142357 43.677792856792436, -79.39714312426756 43.677739760103144, -79.39756918617849 43.67765123607041, -79.39774987655773 43.67761090966098)",0.0033156199218154483,98
354,950.0,Woodlawn Avenue West,Yonge Street,N/S section of Woodlawn Avenue,4.0,0.0,0.0,2005,"LINESTRING (-79.39236443797448 43.683956240401834, -79.39286841856725 43.68385318984645, -79.39704419640587 43.682999218523435)",0.005239028311455602,98
616,1627.0,Marlborough Avenue,Marlborough Place,Yonge Street,3.0,0.0,0.0,2015,"LINESTRING (-79.39070774080355 43.67991491133364, -79.39086771647857 43.67991855859759, -79.39131604329017 43.67982226777478, -79.39158661208195 43.67976383026057, -79.39165283175487 43.67974952716308, -79.39300186135021 43.67945816694979, -79.39456321845331 43.67912428457384, -79.39495213287724 43.67904111027542, -79.39526986405839 43.67898069694983, -79.39537057140234 43.678953757012955, -79.3954458106093 43.678929115726454, -79.3955498590445 43.67888338628731, -79.39566215743594 43.67883345062972)",0.005121114193746127,98
645,1665.0,Balmoral Avenue,Avenue Road,Yonge Street,2.0,0.0,0.0,2016,"LINESTRING (-79.39316569847018 43.68589679356808, -79.39378208629203 43.68576828899724, -79.39681121133619 43.68513677973747, -79.40029364572337 43.68441267039665, -79.40051014536036 43.68432526396379)",0.0032991187429928424,98
697,1756.0,Heath St W,Deer Park Cres,Yonge St,3.0,0.0,0.0,1998,"LINESTRING (-79.39887208115591 43.68941940505082, -79.39746822892575 43.68971592071897, -79.39491647670285 43.69021456559714)",0.005633391285160588,98
3,5.0,Balmoral Avenue,Avenue Road,Yonge Street,6.0,0.0,0.0,1998,"LINESTRING (-79.39316569847018 43.68589679356808, -79.39378208629203 43.68576828899724, -79.39681121133619 43.68513677973747, -79.40029364572337 43.68441267039665, -79.40051014536036 43.68432526396379)",0.996700881257007,97
20,22.0,Farnham Avenue,Avenue Road,Yonge Street,6.0,0.0,0.0,1998,"LINESTRING (-79.39283423759919 43.685041344746715, -79.3934413506025 43.68491697946914, -79.39346537755318 43.68491205879669, -79.39366595149802 43.684870973867476, -79.39747674561919 43.684090237592535, -79.39751944660692 43.68408149002535, -79.40018912443938 43.683542103670426)",0.996727626685161,97
151,186.0,Balmoral Avenue,Avenue Road,Yonge Street,8.0,0.0,0.0,2000,"LINESTRING (-79.39316569847018 43.68589679356808, -79.39378208629203 43.68576828899724, -79.39681121133619 43.68513677973747, -79.40029364572337 43.68441267039665, -79.40051014536036 43.68432526396379)",0.996700881257007,97
164,201.0,Farnham Avenue,Avenue Road,Yonge Street,9.0,0.0,0.0,2000,"LINESTRING (-79.39283423759919 43.685041344746715, -79.3934413506025 43.68491697946914, -79.39346537755318 43.68491205879669, -79.39366595149802 43.684870973867476, -79.39747674561919 43.684090237592535, -79.39751944660692 43.68408149002535, -79.40018912443938 43.683542103670426)",0.996727626685161,97
354,950.0,Woodlawn Avenue West,Yonge Street,N/S section of Woodlawn Avenue,4.0,0.0,0.0,2005,"LINESTRING (-79.39236443797448 43.683956240401834, -79.39286841856725 43.68385318984645, -79.39704419640587 43.682999218523435)",0.9947609716885444,97
433,1142.0,Macpherson Avenue,Rathnelly Avenue,Avenue Road,3.0,0.0,0.0,2008,"LINESTRING (-79.39799221470054 43.67821891992884, -79.39807644712799 43.67816577039534, -79.39823879432645 43.67809451879698, -79.39841139088533 43.678035295739456, -79.3986242224899 43.67798477553218, -79.39995979149042 43.67769908702366, -79.39996922339381 43.677697076082055, -79.40012503020036 43.67765616357406, -79.40028288595224 43.67761236224537, -79.40052943585431 43.67754441942951)",0.010251932189463516,97
443,1169.0,Kilbarry Road,Forest Hill Road,Oriole Parkway,4.0,0.0,0.0,2007,"LINESTRING (-79.40238354191794 43.69551053807075, -79.40307442374197 43.695365295890156, -79.40348684999621 43.69527549726854, -79.40465420133678 43.69503590109379, -79.40666002874491 43.69462560701831)",0.5370800086675859,97
525,1353.0,Mc Master Avenue,Rathnelly Avenue,Avenue Road,3.0,0.0,0.0,2011,"LINESTRING (-79.39833154384591 43.67905424218172, -79.39895540740676 43.678913982996995, -79.40024122749242 43.67862490242182, -79.40033355380005 43.67860280200373, -79.40087323990818 43.67847361789399)",0.009409605383006725,97
645,1665.0,Balmoral Avenue,Avenue Road,Yonge Street,2.0,0.0,0.0,2016,"LINESTRING (-79.39316569847018 43.68589679356808, -79.39378208629203 43.68576828899724, -79.39681121133619 43.68513677973747, -79.40029364572337 43.68441267039665, -79.40051014536036 43.68432526396379)",0.996700881257007,97
674,1711.0,Walmsley Blvd,Oriole Pkwy,Lawton Blvd,4.0,0.0,0.0,1998,"LINESTRING (-79.40126447979279 43.69211406487026, -79.39801680974385 43.69274681384142, -79.39782257666842 43.69281048848664, -79.39770597723563 43.692835282803564, -79.39710150534694 43.692959305428275, -79.39671143318432 43.69304389327072)",1.0,97
695,1751.0,Delisle Avenue,Yonge Street,Deer Park Crescent,5.0,0.0,0.0,2019,"LINESTRING (-79.39862843836072 43.68832065502961, -79.39461280485739 43.689123858585745)",1.0,97
697,1756.0,Heath St W,Deer Park Cres,Yonge St,3.0,0.0,0.0,1998,"LINESTRING (-79.39887208115591 43.68941940505082, -79.39746822892575 43.68971592071897, -79.39491647670285 43.69021456559714)",0.9943666087148395,97
698,1758.0,Highbourne Rd,Oxton Ave,Kilbarry Rd,2.0,0.0,0.0,1998,"LINESTRING (-79.40403688038658 43.69699098715171, -79.40404211279844 43.69690598252312, -79.40405230809928 43.69685220779646, -79.40404070126775 43.696793716195906, -79.40348684651863 43.69527549550708)",1.0,97
721,1800.0,Lonsdale Rd,Oriole Pkwy,Lawton Blvd,5.0,0.0,0.0,1998,"LINESTRING (-79.40084892707036 43.69121329955186, -79.39769609909013 43.69183870396516, -79.39608247590944 43.69214463843465)",1.0,97
791,2105.0,Duggan Ave,Lawton Blvd,Oriole Pkwy,5.0,,,2021,"LINESTRING (-79.40159259074102 43.69293159461995, -79.39710154589322 43.69379666199962)",1.0,97
819,1849.0,Lawton Blvd,Yonge St,Brentdale Dr,6.0,,,2022,"MULTILINESTRING ((-79.3961057737527 43.69213732189061, -79.39673473071058 43.69303648264685, -79.39685756300435 43.69320547132222, -79.39695939108121 43.69334442399525, -79.39702919579436 43.693547990306456, -79.39710152549414 43.69379649917387, -79.39726515854043 43.69466528209803, -79.39731706098291 43.69503690598875, -79.3973242456405 43.695077217051434, -79.39734743951361 43.695100784610354), (-79.3956055788165 43.69128490961645, -79.39579895449788 43.69161445600947, -79.39610577499629 43.69213732009146), (-79.39506583766686 43.690792595489526, -79.39519038403103 43.69078472552066, -79.39527044080079 43.69079441148646, -79.39532763971386 43.69083196008333, -79.39560557385778 43.69128490781164))",1.0,97
826,2114.0,Cottingham St,Avenue Rd,Gange Ave,4.0,,,2021,"LINESTRING (-79.39430494441895 43.68018236768938, -79.39432316830883 43.68017847886745, -79.39575193226726 43.67987171910341, -79.39586374480372 43.67985743136567, -79.39587797209526 43.67985561793977, -79.39598147936279 43.679838838131865, -79.39615336101778 43.67981943254624, -79.39672570796087 43.67975422637747, -79.3975078768998 43.67966652031117, -79.39856620886013 43.67956286019113)",1.0,97
833,2177.0,Gormley Ave,Oriole Pkwy,Lascelles Blvd,,,3.0,2022,"LINESTRING (-79.39920981947371 43.694286980237536, -79.40189837717014 43.69373575045633)",0.9999152747429241,97
4,6.0,Bartlett Avenue North,Geary Avenue,Davenport Road,6.0,0.0,0.0,1999,"LINESTRING (-79.43679387765108 43.66998730062936, -79.4369774179183 43.67043449724944, -79.43815504475536 43.67330367279529)",1.0,171
34,36.0,Margueretta Street,Bloor Street West,Wallace Avenue,6.0,0.0,0.0,1998,"LINESTRING (-79.4397225161183 43.65900532421419, -79.43988396617183 43.65940913150614, -79.44058533787597 43.66116333603796, -79.44133376330761 43.66298866031809)",1.0,171
102,130.0,Bristol Avenue,Geary Avenue,Davenport Road,5.0,0.0,0.0,2000,"LINESTRING (-79.43802355261623 43.66973574320961, -79.43821868848005 43.67021685210802, -79.43878804848266 43.67162052015173, -79.43909409483683 43.67235290247898, -79.43933470116073 43.67292869432924, -79.43950556601513 43.67333758194724)",0.997912314358836,171
103,131.0,Campbell Avenue,Paton Road,Wallace Avenue,2.0,0.0,0.0,2000,"LINESTRING (-79.44772720152712 43.65979457241133, -79.44840692306673 43.66152056787912)",1.0,171
123,152.0,St. Clarens Avenue,Bloor Street West,Wallace Avenue,5.0,0.0,0.0,2001,"LINESTRING (-79.44171384570772 43.65857652863061, -79.44185291554113 43.65893072240445, -79.44262046015243 43.660885389433396, -79.4433139031102 43.662582923980246)",1.0,171
130,160.0,Lappin Avenue,Emerson Avenue,Dufferin Street,7.0,0.0,0.0,2000,"LINESTRING (-79.43816475760178 43.66644330332721, -79.43871400865027 43.66633301491304, -79.44342635685442 43.665386642560335)",0.9953398047590678,171
133,163.0,Margueretta Street,College Street,Bloor Street West,10.0,0.0,0.0,2000,"LINESTRING (-79.4375692380471 43.65158970386432, -79.43768387504021 43.6518975588414, -79.4377766939192 43.65214681479451, -79.43831481501599 43.65359192187746, -79.4385539858378 43.654205802306976, -79.4394825417358 43.65658892975955, -79.44019700554657 43.65843225739009, -79.44022063998952 43.65849324859044, -79.44036803088063 43.65887348012116)",0.0013605416674083697,171
137,167.0,Salem Avenue North,Geary Avenue,Davenport Road,5.0,0.0,0.0,2000,"LINESTRING (-79.4355841656171 43.670247824760004, -79.43646325501187 43.6723439860151, -79.43694767743531 43.67355560838588, -79.43712109644449 43.67398933130774)",0.9968836114504585,171
142,173.0,Westmoreland Avenue North,Davenport Road,Geary Avenue,6.0,0.0,0.0,2000,"LINESTRING (-79.43453295649032 43.67086352443279, -79.43507621856851 43.67219766701938, -79.43572654629433 43.67372953073949, -79.43590812683227 43.67415722644701)",0.9962940608951353,171
229,466.0,Emerson Avenue,Wallace Avenue,Dupont Street,6.0,0.0,0.0,2006,"LINESTRING (-79.44236571145001 43.662786817165525, -79.44242913118404 43.66288497800589, -79.44253164565194 43.66313428072808, -79.4427438878448 43.66365046081274, -79.44308064108556 43.66451779792667, -79.44327329136955 43.665001980164014, -79.44342635685442 43.665386642560335, -79.44356044857929 43.66572371260592, -79.44400452247505 43.666840008536994, -79.44415922575145 43.66722884296026)",1.0,171
232,473.0,Campbell Avenue,Wallace Avenue,Dupont Street,5.0,0.0,0.0,2000,"LINESTRING (-79.4481867613752 43.66157692520574, -79.44853339719825 43.66245516751199, -79.44928388924738 43.66418744768469, -79.44965690325844 43.66510939809054, -79.4496602383587 43.66511764592568, -79.44997385075287 43.66584577170344, -79.45004220394104 43.66600446579785)",1.0,171
